Workshop Name,Workshop Beschreibung,PoleStudio,Stadt,Straße,Datum,Uhrzeit,Dauer,Level,Trainer,Trainer Beschreibung,Preis,Workshop Everest Seite,PoleStudio Eversports Seite,Version
Circus Kids Luftakrobatik Workshop,"Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!",poda Studio,Aachen,"10-12 Martinstraße Innenhof, 52062",04.06.2023,12:00-13:30 Uhr,90 min,0,Joana,"Profi durch & durch. Joana ist freiberufliche Tänzerin und Luftakrobatin.Die gebürtige Kanadierin studierte Tanz an der Fontys Tanzakademie in Tilburg und ist seit ihrem erfolgreichen Abschluss in 2008 in Musicals und Opern, auf Festivals und verschiedenen anderen Bühnen zu sehen.
Ihr Einstieg in die Luftakrobatik war ein Pole Dance Intensivkurs Anfang 2013. Ein paar Jahre später fügte sie weitere Schwerkrafttrotzende Disziplinen hinzu, wie z.B. Aerial Hoop, Silks und Net. In ihrer Arbeit liebt sie Herausforderungen und Nervenkitzel, im Privaten ist sie eher ruhig und besonnen. Sie legt gerne den Schwerpunkt in ihren Kursen auf effizientes und bewusstes Koordinieren in der Luft und auf dem Boden.
Teaching language: German, English & Dutch","Preis: 35,00 €",https://www.eversports.de/e/workshop/nb8_WV2wH,https://www.eversports.de/s/poda-studio,2023-05-03 15:58:37
 Fortsetzung folgt Lady Marmalade Chair Dance Workshop,Ihr wollt sie? Ihr bekommt sie!Hier kommt die Fortsetzung zum *Lady Marmalade* Chair Dance Workshop vom September 2022 mit Emmy! (Ihr müsst für die Fortsetzung nicht am ersten Workshop teilgenommen haben.)* Lady Marmalade* Chair Dance Choreografie WorkshopHey sister go! Emmy zeigt dir eine neue Chair Dance Choreografie mit tänzerischen und akrobatische Elementen auf und mit dem Stuhl im  Lady Marmalade Style . Für alle Burlesque & Christina Aguliera Fans...All level!Was du mitbringen solltest:Preis: 35€ pro Person / 30€ für Poda Mitglieder mit AboDon't miss it!Ihr wollt sie? Ihr bekommt sie!Hier kommt die Fortsetzung zum *Lady Marmalade* Chair Dance Workshop vom September 2022 mit Emmy! (Ihr müsst für die Fortsetzung nicht am ersten Workshop teilgenommen haben.)* Lady Marmalade* Chair Dance Choreografie WorkshopHey sister go! Emmy zeigt dir eine neue Chair Dance Choreografie mit tänzerischen und akrobatische Elementen auf und mit dem Stuhl im  Lady Marmalade Style . Für alle Burlesque & Christina Aguliera Fans...All level!Was du mitbringen solltest:Preis: 35€ pro Person / 30€ für Poda Mitglieder mit AboDon't miss it!,poda Studio,Aachen,"10-12 Martinstraße Innenhof, 52062",10.06.2023,09:15-10:45 Uhr,90 min,Alle Level,Emmy,"Kreativ, offen, Allrounder & Tattoo lover.
Emmy hat mit vier Jahren ihre Liebe zum Tanzen entdeckt und lange Ballett getanzt. Anfang 20 entdeckte sie die Liebe zum Pole. Mittlerweile ist Luftakrobatik und Tanz kein Sport mehr, sondern eine Leidenschaft, die jeden Tag neu erfunden werden kann. Das ist was sie am meisten an diesen Sportarten fasziniert. Emmy hat ihren Master in Literatur und Kulturwissenschaften abgeschlossen und startet aktuell ins Berufsleben.
Teaching language: German & English","Preis: 35,00 €",https://www.eversports.de/e/workshop/cDPxswQQp,https://www.eversports.de/s/poda-studio,2023-05-03 15:58:37
 Fortsetzung folgt Azzlack Stereotyp 2 Exotic Pole Workshop,"Ihr wollt sie? Ihr bekommt sie!Hier kommt die Fortsetzung zum Azzlack Stereotyp 2 - Exotic Pole Workshop vom März 2023 mit Emmy! (Ihr müsst für die Fortsetzung nicht am ersten Workshop teilgenommen haben.)Azzlack Stereotyp 2 - Exotic Pole Workshop﻿Kennt ihr das? Sobald ihr Deutschrap hört, fühlt ihr euch sofort richtig 'gangster'?  Dann wird das hier euer Workshop!Alles was ihr braucht sind eure Heels, eine Prise 'street credibility' und Bock. Lasst gemeinsam mit Emmy zu feinster 'Azzlack Musik' den 'Babo' raushängen und 'rasiert' mit euren Heels die Pole ;)Preis: 35€ pro Person 30€ für Poda Mitglieder mit AboMeld dich an!Ihr wollt sie? Ihr bekommt sie!Hier kommt die Fortsetzung zum Azzlack Stereotyp 2 - Exotic Pole Workshop vom März 2023 mit Emmy! (Ihr müsst für die Fortsetzung nicht am ersten Workshop teilgenommen haben.)Azzlack Stereotyp 2 - Exotic Pole Workshop﻿Kennt ihr das? Sobald ihr Deutschrap hört, fühlt ihr euch sofort richtig 'gangster'?  Dann wird das hier euer Workshop!Alles was ihr braucht sind eure Heels, eine Prise 'street credibility' und Bock. Lasst gemeinsam mit Emmy zu feinster 'Azzlack Musik' den 'Babo' raushängen und 'rasiert' mit euren Heels die Pole ;)Preis: 35€ pro Person 30€ für Poda Mitglieder mit AboMeld dich an!",poda Studio,Aachen,"10-12 Martinstraße Innenhof, 52062",10.06.2023,11:00-12:30 Uhr,90 min,Alle Level,Emmy,"Kreativ, offen, Allrounder & Tattoo lover.
Emmy hat mit vier Jahren ihre Liebe zum Tanzen entdeckt und lange Ballett getanzt. Anfang 20 entdeckte sie die Liebe zum Pole. Mittlerweile ist Luftakrobatik und Tanz kein Sport mehr, sondern eine Leidenschaft, die jeden Tag neu erfunden werden kann. Das ist was sie am meisten an diesen Sportarten fasziniert. Emmy hat ihren Master in Literatur und Kulturwissenschaften abgeschlossen und startet aktuell ins Berufsleben.
Teaching language: German & English","Preis: 35,00 €",https://www.eversports.de/e/workshop/xo_EQbOQn,https://www.eversports.de/s/poda-studio,2023-05-03 15:58:37
Circus Kids Luftakrobatik Workshop,"Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!",poda Studio,Aachen,"10-12 Martinstraße Innenhof, 52062",02.07.2023,12:00-13:30 Uhr,90 min,0,Joana,"Profi durch & durch. Joana ist freiberufliche Tänzerin und Luftakrobatin.Die gebürtige Kanadierin studierte Tanz an der Fontys Tanzakademie in Tilburg und ist seit ihrem erfolgreichen Abschluss in 2008 in Musicals und Opern, auf Festivals und verschiedenen anderen Bühnen zu sehen.
Ihr Einstieg in die Luftakrobatik war ein Pole Dance Intensivkurs Anfang 2013. Ein paar Jahre später fügte sie weitere Schwerkrafttrotzende Disziplinen hinzu, wie z.B. Aerial Hoop, Silks und Net. In ihrer Arbeit liebt sie Herausforderungen und Nervenkitzel, im Privaten ist sie eher ruhig und besonnen. Sie legt gerne den Schwerpunkt in ihren Kursen auf effizientes und bewusstes Koordinieren in der Luft und auf dem Boden.
Teaching language: German, English & Dutch","Preis: 35,00 €",https://www.eversports.de/e/workshop/HGkpQ9uAJ,https://www.eversports.de/s/poda-studio,2023-05-03 15:58:38
Circus Kids Luftakrobatik Workshop,"Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!",poda Studio,Aachen,"10-12 Martinstraße Innenhof, 52062",06.08.2023,12:00-13:30 Uhr,90 min,0,Emmy,"Kreativ, offen, Allrounder & Tattoo lover.
Emmy hat mit vier Jahren ihre Liebe zum Tanzen entdeckt und lange Ballett getanzt. Anfang 20 entdeckte sie die Liebe zum Pole. Mittlerweile ist Luftakrobatik und Tanz kein Sport mehr, sondern eine Leidenschaft, die jeden Tag neu erfunden werden kann. Das ist was sie am meisten an diesen Sportarten fasziniert. Emmy hat ihren Master in Literatur und Kulturwissenschaften abgeschlossen und startet aktuell ins Berufsleben.
Teaching language: German & English","Preis: 35,00 €",https://www.eversports.de/e/workshop/Bz5neTPTa,https://www.eversports.de/s/poda-studio,2023-05-03 15:58:38
Circus Kids Luftakrobatik Workshop,"Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!",poda Studio,Aachen,"10-12 Martinstraße Innenhof, 52062",03.09.2023,12:00-13:30 Uhr,90 min,0,Joana,"Profi durch & durch. Joana ist freiberufliche Tänzerin und Luftakrobatin.Die gebürtige Kanadierin studierte Tanz an der Fontys Tanzakademie in Tilburg und ist seit ihrem erfolgreichen Abschluss in 2008 in Musicals und Opern, auf Festivals und verschiedenen anderen Bühnen zu sehen.
Ihr Einstieg in die Luftakrobatik war ein Pole Dance Intensivkurs Anfang 2013. Ein paar Jahre später fügte sie weitere Schwerkrafttrotzende Disziplinen hinzu, wie z.B. Aerial Hoop, Silks und Net. In ihrer Arbeit liebt sie Herausforderungen und Nervenkitzel, im Privaten ist sie eher ruhig und besonnen. Sie legt gerne den Schwerpunkt in ihren Kursen auf effizientes und bewusstes Koordinieren in der Luft und auf dem Boden.
Teaching language: German, English & Dutch","Preis: 35,00 €",https://www.eversports.de/e/workshop/3zdELX6G_,https://www.eversports.de/s/poda-studio,2023-05-03 15:58:38
Circus Kids Luftakrobatik Workshop,"Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!",poda Studio,Aachen,"10-12 Martinstraße Innenhof, 52062",01.10.2023,12:00-13:30 Uhr,90 min,0,Joana,"Profi durch & durch. Joana ist freiberufliche Tänzerin und Luftakrobatin.Die gebürtige Kanadierin studierte Tanz an der Fontys Tanzakademie in Tilburg und ist seit ihrem erfolgreichen Abschluss in 2008 in Musicals und Opern, auf Festivals und verschiedenen anderen Bühnen zu sehen.
Ihr Einstieg in die Luftakrobatik war ein Pole Dance Intensivkurs Anfang 2013. Ein paar Jahre später fügte sie weitere Schwerkrafttrotzende Disziplinen hinzu, wie z.B. Aerial Hoop, Silks und Net. In ihrer Arbeit liebt sie Herausforderungen und Nervenkitzel, im Privaten ist sie eher ruhig und besonnen. Sie legt gerne den Schwerpunkt in ihren Kursen auf effizientes und bewusstes Koordinieren in der Luft und auf dem Boden.
Teaching language: German, English & Dutch","Preis: 35,00 €",https://www.eversports.de/e/workshop/tUZ-pbNF0,https://www.eversports.de/s/poda-studio,2023-05-03 15:58:38
Circus Kids Luftakrobatik Workshop,"Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!",poda Studio,Aachen,"10-12 Martinstraße Innenhof, 52062",05.11.2023,12:00-13:30 Uhr,90 min,0,Joana,"Profi durch & durch. Joana ist freiberufliche Tänzerin und Luftakrobatin.Die gebürtige Kanadierin studierte Tanz an der Fontys Tanzakademie in Tilburg und ist seit ihrem erfolgreichen Abschluss in 2008 in Musicals und Opern, auf Festivals und verschiedenen anderen Bühnen zu sehen.
Ihr Einstieg in die Luftakrobatik war ein Pole Dance Intensivkurs Anfang 2013. Ein paar Jahre später fügte sie weitere Schwerkrafttrotzende Disziplinen hinzu, wie z.B. Aerial Hoop, Silks und Net. In ihrer Arbeit liebt sie Herausforderungen und Nervenkitzel, im Privaten ist sie eher ruhig und besonnen. Sie legt gerne den Schwerpunkt in ihren Kursen auf effizientes und bewusstes Koordinieren in der Luft und auf dem Boden.
Teaching language: German, English & Dutch","Preis: 35,00 €",https://www.eversports.de/e/workshop/5u5RfrpDC,https://www.eversports.de/s/poda-studio,2023-05-03 15:58:39
Circus Kids Luftakrobatik Workshop,"Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!Für alle Kids die schon immer mal Zirkusluft schnuppern wollten!Jeder kennt sie: die Stange auf dem Spielplatz. Pole Dance ist längst nicht nur was für Erwachsene! Dieser Kurs richtet sich speziell an Kinder im Alter von 6-12 Jahren.Hier wird auf spielerischer und kindgerechter Weise der Umgang mit der Pole, Tuch und Luftring erlernt. Ein großer Spaß für die Kleinen!Workshop: jeden 1. Sonntag im Monat 12.00 - 13.30 UhrEltern dürfen gerne in unsere Lounge zuschauen.Kleidung: kurze & lange Hose + ShirtWir freuen uns auf euch!",poda Studio,Aachen,"10-12 Martinstraße Innenhof, 52062",03.12.2023,12:00-13:30 Uhr,90 min,0,Emmy,"Kreativ, offen, Allrounder & Tattoo lover.
Emmy hat mit vier Jahren ihre Liebe zum Tanzen entdeckt und lange Ballett getanzt. Anfang 20 entdeckte sie die Liebe zum Pole. Mittlerweile ist Luftakrobatik und Tanz kein Sport mehr, sondern eine Leidenschaft, die jeden Tag neu erfunden werden kann. Das ist was sie am meisten an diesen Sportarten fasziniert. Emmy hat ihren Master in Literatur und Kulturwissenschaften abgeschlossen und startet aktuell ins Berufsleben.
Teaching language: German & English","Preis: 35,00 €",https://www.eversports.de/e/workshop/RPiNq9mm6,https://www.eversports.de/s/poda-studio,2023-05-03 15:58:39
Flexibility Front Split Shapes,"Mit Pole / alle LevelDu willst dir mehr Zeit für Flexibility nehmen und deinen Front Split verbessern?Du hast Lust auf Split-Figuren am Boden und an der Pole?Dann ist dieser Workshop genau richtig für dich, weil wir in einem aktiven Stretching-Workout mit vielen tollen Übungen zuerst an deinem Front Split arbeiten. Danach geht's mit viel neuem Wissen, geballter Power und vor allem gut aufgewärmten Beinen an die verschiedenen Split-Figuren sowohl am Boden (mit und ohne Pole) als auch an der Pole!Kurs ist für alle Level geeignet. Bringt bitte folgendes mit:- lockere Hose für das Workout- Pole Hose- Socken und Knieschoner/Stulpen- Handtuch- Yoga Böcke falls vorhanden- Yogaband / Stretchingband / Terraband falls vorhanden- etwas zu trinken- Gute Laune ;-)Mit Pole / alle LevelDu willst dir mehr Zeit für Flexibility nehmen und deinen Front Split verbessern?Du hast Lust auf Split-Figuren am Boden und an der Pole?Dann ist dieser Workshop genau richtig für dich, weil wir in einem aktiven Stretching-Workout mit vielen tollen Übungen zuerst an deinem Front Split arbeiten. Danach geht's mit viel neuem Wissen, geballter Power und vor allem gut aufgewärmten Beinen an die verschiedenen Split-Figuren sowohl am Boden (mit und ohne Pole) als auch an der Pole!Kurs ist für alle Level geeignet. Bringt bitte folgendes mit:- lockere Hose für das Workout- Pole Hose- Socken und Knieschoner/Stulpen- Handtuch- Yoga Böcke falls vorhanden- Yogaband / Stretchingband / Terraband falls vorhanden- etwas zu trinken- Gute Laune ;-)",Vertical - Pole Aerial Dance,Aschaffenburg,"Mühlstraße 100, 63741 Aschaf",13.05.2023,10:00-12:00 Uhr,20 min,Alle Level,Nadine,0,"Preis: 39,00 €",https://www.eversports.de/e/workshop/dAe0W63bv,https://www.eversports.de/s/vertical-pole-aerial-dance-1,2023-05-03 15:58:39
Contemporary Poledance,"Mit Pole / alle LevelDu hast schon erste Pole Erfahrung sammeln können und möchtest eine gefühlvolle Choreographie lernen? Dann ist dieser Workshop genau das Richtige für dich. Nach einem tänzerischen Warm up und Technikübungen lernst du eine schöne Contemporary Choreographie an der Pole, die für alle Level ausgelegt ist.Vor über zehn Jahren fing Bianca selbst mit Poledance an und unterrichtete mehrere Jahre in Aschaffenburg (Upswing). Im Jahr 2020 schloss sie die Tanzausbildung der Professional Dance Academy in Stuttgart ab. Hier wurde sie unter anderem in den Stilen Ballett, Jazz, Contemporary und Modern Dance ausgebildet.Mit Pole / alle LevelDu hast schon erste Pole Erfahrung sammeln können und möchtest eine gefühlvolle Choreographie lernen? Dann ist dieser Workshop genau das Richtige für dich. Nach einem tänzerischen Warm up und Technikübungen lernst du eine schöne Contemporary Choreographie an der Pole, die für alle Level ausgelegt ist.Vor über zehn Jahren fing Bianca selbst mit Poledance an und unterrichtete mehrere Jahre in Aschaffenburg (Upswing). Im Jahr 2020 schloss sie die Tanzausbildung der Professional Dance Academy in Stuttgart ab. Hier wurde sie unter anderem in den Stilen Ballett, Jazz, Contemporary und Modern Dance ausgebildet.",Vertical - Pole Aerial Dance,Aschaffenburg,"Mühlstraße 100, 63741 Aschaf",19.05.2023,19:15-20:45 Uhr,90 min,Alle Level,Guest Teacher,0,"Preis: 39,00 €",https://www.eversports.de/e/workshop/ne2NieW5G,https://www.eversports.de/s/vertical-pole-aerial-dance-1,2023-05-03 15:58:39
Fotoshooting Posen,"Mit Pole / alle LevelIn diesem Workshop bereiten wir uns auf das Fotoshooting im Studio am 15.07.2023 vor. Wir suchen schöne Posen und den passenden Winkel für alle Level. Wir besprechen, betrachten und üben, worauf du achten kannst (zum Beispiel freie Arme/Hände, Blick etc). Vielleicht magst du direkt mit deinem Fotoshooting Partner die Abläufe üben <3Mit Pole / alle LevelIn diesem Workshop bereiten wir uns auf das Fotoshooting im Studio am 15.07.2023 vor. Wir suchen schöne Posen und den passenden Winkel für alle Level. Wir besprechen, betrachten und üben, worauf du achten kannst (zum Beispiel freie Arme/Hände, Blick etc). Vielleicht magst du direkt mit deinem Fotoshooting Partner die Abläufe üben <3",Vertical - Pole Aerial Dance,Aschaffenburg,"Mühlstraße 100, 63741 Aschaf",08.07.2023,10:30-12:00 Uhr,90 min,Alle Level,Michelle,"Seit einigen Jahren ist Bewegung ein wichtiger Bestandteil meines Alltags. Was als Ausgleich zum Studium und Referendariat begann, entwickelte sich spätesten seit meiner ersten Polestunde zu einer Leidenschaft. Nachdem ich bereits Schwimmen, Ballett, Hallen-und Feldhockey und Aerobic ausprobiert hatte, entdeckte ich 2015 Pole Dance für mich. Ich war sofort begeistert und bin es immer noch: diese Sportart ist für mich die perfekte Kombination aus Kraft-, Flexibilitäts- und Tanzelementen. Endlich konnte ich auch wieder meine geheime Tanzleidenschaft ausleben. Süchtig vom ersten Tag an fuhr ich mehrmals in der Woche mit dem Zug zu meinen Eltern, wo meine Pole im Keller stand, da in meinem WG-Zimmer (12qm) nicht genug Platz war.
Meine Trainerausbildung absolvierte ich erstmal nur, um für mich gesund trainieren zu können und Dinge zu verstehen. Ich liebe es, Tricks und Bewegungen zu verstehen, zu sehen, wie Bewegung und Tanz beflügeln und uns glücklich und leicht werden lassen. Deshalb konnte ich danach auch nicht anders, als mit dem Unterrichten zu beginnen. Gleichzeitig praktizierte ich seit Jahren Yoga und wollte auch hier mein Wissen vertiefen. Seit Februar 2022 bin ich Yogalehrerin (Element Yoga).
Was ich mit meinem Unterricht erreichen möchte? Dich deinen Körper spüren und feiern lassen, dir zeigen, wie stark und individuell du bist, dir Freude und Leichtigkeit bringen. Dabei stehst du an erster Stelle und nicht der Trick oder die Asana. Deine Individualität, deine einzigartigen Fähigkeiten und Talente. Bewegung ist so viel mehr als Sport. Es ist die Möglichkeit, dich neu kennenzulernen und auszudrücken.
Mit dem Studio möchte ich einen Raum schaffen, in dem du dich sicher und frei fühlst. In dem deine Figur unwichtig wird und in dem du alles vergessen kannst, was vor der Studiotür auf dich wartet. In unserem Studio darfst du dich entfalten, deinen eigenen Stil suchen und finden, dich inspirieren lassen und andere inspirieren.
Ich freue mich sehr auf dich! Und auf eine inspirierende, respektvolle, verrückte, hilfsbereite, leidenschaftliche und herzliche Gemeinschaft.","Preis: 39,00 €",https://www.eversports.de/e/workshop/Ir-2Ui5rR,https://www.eversports.de/s/vertical-pole-aerial-dance-1,2023-05-03 15:58:40
